gbifID,kingdom,species,locality,occurrenceStatus,lat,long,xy_uncert_m,eventDate,collectionCode,issue
179425852,Animalia,Corvus corax,Brackendale - Cheekye Fan,PRESENT,49.776333,-123.14773,NA,2008-03-16T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
179411066,Animalia,Corvus brachyrhynchos,Brackendale - Cheekye Fan,PRESENT,49.776333,-123.14773,NA,2008-03-21T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
179410962,Animalia,Corvus brachyrhynchos,Brackendale - Cheekye Fan,PRESENT,49.776333,-123.14773,NA,2008-03-16T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
179069503,Animalia,Hesperiphona vespertina,Brackendale - Cheekye Fan,PRESENT,49.776333,-123.14773,NA,2008-03-16T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
179022689,Animalia,Cinclus mexicanus,Brackendale - Cheekye Fan,PRESENT,49.776333,-123.14773,NA,2008-03-21T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
1763643015,Animalia,Colaptes auratus,Brackendale - Squamish Valley Rd,PRESENT,49.78317,-123.14039,NA,2016-09-25T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
1763642862,Animalia,Strix varia,Brackendale - Squamish Valley Rd,PRESENT,49.78317,-123.14039,NA,2016-09-25T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
1763642801,Animalia,Setophaga coronata,Brackendale - Squamish Valley Rd,PRESENT,49.78317,-123.14039,NA,2016-09-25T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
1763642733,Animalia,Corvus corax,Brackendale - Squamish Valley Rd,PRESENT,49.78317,-123.14039,NA,2016-09-25T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
1763642675,Animalia,Setophaga coronata,Brackendale - Squamish Valley Rd,PRESENT,49.78317,-123.14039,NA,2016-09-25T00:00:00Z,EBIRD,CONTINENT_DERIVED_FROM_COORDINATES
